'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY DESCRIPTION','BODY SYSTEM'
'64254',"SEV PREECLAMP-POSTPARTUM",'0','11'
'64260',"ECLAMPSIA-UNSPECIFIED",'0','11'
'64261',"ECLAMPSIA-DELIVERED",'0','11'
'64262',"ECLAMPSIA-DELIV W P/P",'0','11'
'64263',"ECLAMPSIA-ANTEPARTUM",'0','11'
'64264',"ECLAMPSIA-POSTPARTUM",'0','11'
'64270',"TOX W OLD HYPERTEN-UNSP",'1','11'
'64271',"TOX W OLD HYPERTEN-DELIV",'1','11'
'64272',"TOX W OLD HYP-DEL W P/P",'1','11'
'64273',"TOX W OLD HYPER-ANTEPART",'1','11'
'64274',"TOX W OLD HYPER-POSTPART",'1','11'
'64290',"HYPERTEN PREG NOS-UNSPEC",'1','11'
'64291',"HYPERTENS NOS-DELIVERED",'1','11'
'64292',"HYPERTENS NOS-DEL W P/P",'1','11'
'64293',"HYPERTENS NOS-ANTEPARTUM",'1','11'
'64294',"HYPERTENS NOS-POSTPARTUM",'1','11'
'64300',"MILD HYPEREM GRAV-UNSPEC",'0','11'
'64301',"MILD HYPEREM GRAV-DELIV",'0','11'
'64303',"MILD HYPEREMESIS-ANTEPAR",'0','11'
'64310',"HYPEREM W METAB DIS-UNSP",'0','11'
'64311',"HYPEREM W METAB DIS-DEL",'0','11'
'64313',"HYPEREM W METAB-ANTEPART",'0','11'
'64320',"LATE VOMIT OF PREG-UNSP",'0','11'
'64321',"LATE VOMIT OF PREG-DELIV",'0','11'
'64323',"LATE VOMIT PREG-ANTEPART",'0','11'
'64380',"VOMIT COMPL PREG-UNSPEC",'0','11'
'64381',"VOMIT COMPL PREG-DELIVER",'0','11'
'64383',"VOMIT COMPL PREG-ANTEPAR",'0','11'
'64390',"VOMIT OF PREG NOS-UNSPEC",'0','11'
'64391',"VOMIT OF PREG NOS-DELIV",'0','11'
'64393',"VOMIT OF PG NOS-ANTEPART",'0','11'
'64400',"THREAT PREM LABOR-UNSPEC",'0','11'
'64403',"THRT PREM LABOR-ANTEPART",'0','11'
'64410',"THREAT LABOR NEC-UNSPEC",'0','11'
'64413',"THREAT LABOR NEC-ANTEPAR",'0','11'
'64420',"EARLY ONSET DELIV-UNSPEC",'0','11'
'64421',"EARLY ONSET DELIVERY-DEL",'0','11'
'64500',"PROLONGED PREG-UNSPEC (Begin 1991)",'0','11'
'64501',"PROLONGED PREG-DELIVERED (Begin 1991)",'0','11'
'64503',"PROLONGED PREG-ANTEPART (Begin 1991)",'0','11'
'64510',"POST TERM PREG-UNSPEC (Begin 2000)",'0','11'
'64511',"POST TERM PREG-DELIVERED (Begin 2000)",'0','11'
'64513',"POST TERM PREG-ANTEPARTUM (Begin 2000)",'0','11'
'64520',"PROLONGED PREG-UNSPEC OR NA (Begin 2000)",'0','11'
'64521',"PROLONGED PREG-DELIVERED W/OR W/O ANTE (Begin 2000)",'0','11'
'64523',"PROLONGED PREG-ANTEPARTUM(Begin 2000)",'0','11'
'64600',"PAPYRACEOUS FETUS-UNSPEC",'0','11'
'64601',"PAPYRACEOUS FETUS-DELIV",'0','11'
'64603',"PAPYRACEOUS FET-ANTEPAR",'0','11'
'64610',"EDEMA IN PREG-UNSPEC",'0','11'
'64611',"EDEMA IN PREG-DELIVERED",'0','11'
'64612',"EDEMA IN PREG-DEL W P/P",'0','11'
'64613',"EDEMA IN PREG-ANTEPARTUM",'0','11'
'64614',"EDEMA IN PREG-POSTPARTUM",'0','11'
'64620',"RENAL DIS PREG NOS-UNSP",'0','11'
'64621',"RENAL DIS NOS-DELIVERED",'0','11'
'64622',"RENAL DIS NOS-DEL W P/P",'0','11'
'64623',"RENAL DIS NOS-ANTEPARTUM",'0','11'
'64624',"RENAL DIS NOS-POSTPARTUM",'0','11'
'64630',"HABITUAL ABORTER-UNSPEC",'0','11'
'64631',"HABITUAL ABORTER-DELIVER",'0','11'
'64633',"HABITUAL ABORT-ANTEPART",'0','11'
'64640',"NEURITIS OF PREG-UNSPEC",'0','11'
'64641',"NEURITIS-DELIVERED",'0','11'
'64642',"NEURITIS-DELIVERED W P/P",'0','11'
'64643',"NEURITIS OF PREG-ANTEPAR",'0','11'
'64644',"NEURITIS OF PREG-POSTPAR",'0','11'
'64650',"BACTERIURIA PREG-UNSPEC",'0','11'
'64651',"ASYM BACTERIURIA-DELIVER",'0','11'
'64652',"ASY BACTERURIA-DEL W P/P",'0','11'
'64653',"ASY BACTERIURIA-ANTEPART",'0','11'
'64654',"ASY BACTERIURIA-POSTPART",'0','11'
'64660',"GU INFECT IN PREG-UNSPEC",'0','11'
'64661',"GU INFECTION-DELIVERED",'0','11'
'64662',"GU INFECTION-DELIV W P/P",'0','11'
'64663',"GU INFECTION-ANTEPARTUM",'0','11'
'64664',"GU INFECTION-POSTPARTUM",'0','11'
'64670',"LIVER DIS IN PREG-UNSPEC",'0','11'
'64671',"LIVER DISORDER-DELIVERED",'0','11'
'64673',"LIVER DISORDER-ANTEPART",'0','11'
'64680',"PREG COMPL NEC-UNSPEC",'0','11'
'64681',"PREG COMPL NEC-DELIVERED",'0','11'
'64682',"PREG COMPL NEC-DEL W P/P",'0','11'
'64683',"PREG COMPL NEC-ANTEPART",'0','11'
'64684',"PREG COMPL NEC-POSTPART",'0','11'
'64690',"PREG COMPL NOS-UNSPEC",'0','11'
'64691',"PREG COMPL NOS-DELIVERED",'0','11'
'64693',"PREG COMPL NOS-ANTEPART",'0','11'
'64700',"SYPHILIS IN PREG-UNSPEC",'0','11'
'64701',"SYPHILIS-DELIVERED",'0','11'
'64702',"SYPHILIS-DELIVERED W P/P",'0','11'
'64703',"SYPHILIS-ANTEPARTUM",'0','11'
'64704',"SYPHILIS-POSTPARTUM",'0','11'
'64710',"GONORRHEA IN PREG-UNSPEC",'0','11'
'64711',"GONORRHEA-DELIVERED",'0','11'
'64712',"GONORRHEA-DELIVER W P/P",'0','11'
'64713',"GONORRHEA-ANTEPARTUM",'0','11'
'64714',"GONORRHEA-POSTPARTUM",'0','11'
'64720',"OTHER VD IN PREG-UNSPEC",'0','11'
'64721',"OTHER VD-DELIVERED",'0','11'
'64722',"OTHER VD-DELIVERED W P/P",'0','11'
'64723',"OTHER VD-ANTEPARTUM",'0','11'
'64724',"OTHER VD-POSTPARTUM",'0','11'
'64730',"TB IN PREG-UNSPECIFIED",'0','11'
'64731',"TUBERCULOSIS-DELIVERED",'0','11'
'64732',"TUBERCULOSIS-DELIV W P/P",'0','11'
'64733',"TUBERCULOSIS-ANTEPARTUM",'0','11'
'64734',"TUBERCULOSIS-POSTPARTUM",'0','11'
'64740',"MALARIA IN PREG-UNSPEC",'0','11'
'64741',"MALARIA-DELIVERED",'0','11'
'64742',"MALARIA-DELIVERED W P/P",'0','11'
'64743',"MALARIA-ANTEPARTUM",'0','11'
'64744',"MALARIA-POSTPARTUM",'0','11'
'64750',"RUBELLA IN PREG-UNSPEC",'0','11'
'64751',"RUBELLA-DELIVERED",'0','11'
'64752',"RUBELLA-DELIVERED W P/P",'0','11'
'64753',"RUBELLA-ANTEPARTUM",'0','11'
'64754',"RUBELLA-POSTPARTUM",'0','11'
'64760',"OTH VIRUS IN PREG-UNSPEC",'0','11'
'64761',"OTH VIRAL DIS-DELIVERED",'0','11'
'64762',"OTH VIRAL DIS-DEL W P/P",'0','11'
'64763',"OTH VIRAL DIS-ANTEPARTUM",'0','11'
'64764',"OTH VIRAL DIS-POSTPARTUM",'0','11'
'64780',"INF DIS IN PREG NEC-UNSP",'0','11'
'64781',"INFECT DIS NEC-DELIVERED",'0','11'
'64782',"INFECT DIS NEC-DEL W P/P",'0','11'
'64783',"INFECT DIS NEC-ANTEPART",'0','11'
'64784',"INFECT DIS NEC-POSTPART",'0','11'
'64790',"INFECT IN PREG NOS-UNSP",'0','11'
'64791',"INFECT NOS-DELIVERED",'0','11'
'64792',"INFECT NOS-DELIVER W P/P",'0','11'
'64793',"INFECT NOS-ANTEPARTUM",'0','11'
'64794',"INFECT NOS-POSTPARTUM",'0','11'
'64800',"DIABETES IN PREG-UNSPEC",'1','11'
'64801',"DIABETES-DELIVERED",'1','11'
'64802',"DIABETES-DELIVERED W P/P",'1','11'
'64803',"DIABETES-ANTEPARTUM",'1','11'
'64804',"DIABETES-POSTPARTUM",'1','11'
'64810',"THYROID DYSFUN PREG-UNSP",'0','11'
'64811',"THYROID DYSFUNC-DELIVER",'0','11'
'64812',"THYROID DYSFUN-DEL W P/P",'0','11'
'64813',"THYROID DYSFUNC-ANTEPART",'0','11'
'64814',"THYROID DYSFUNC-POSTPART",'0','11'
'64820',"ANEMIA IN PREG-UNSPEC",'1','11'
'64821',"ANEMIA-DELIVERED",'1','11'
'64822',"ANEMIA-DELIVERED W P/P",'1','11'
'64823',"ANEMIA-ANTEPARTUM",'1','11'
'64824',"ANEMIA-POSTPARTUM",'1','11'
'64830',"DRUG DEPEND PREG-UNSPEC",'1','11'
'64831',"DRUG DEPENDENCE-DELIVER",'1','11'
'64832',"DRUG DEPENDEN-DEL W P/P",'1','11'
'64833',"DRUG DEPENDENCE-ANTEPART",'1','11'
'64834',"DRUG DEPENDENCE-POSTPART",'1','11'
'64840',"MENTAL DIS PREG-UNSPEC",'0','11'
'64841',"MENTAL DISORDER-DELIVER",'0','11'
'64842',"MENTAL DIS-DELIV W P/P",'0','11'
'64843',"MENTAL DISORDER-ANTEPART",'0','11'
'64844',"MENTAL DISORDER-POSTPART",'0','11'
'64850',"CONGEN CV DIS PREG-UNSP",'0','11'
'64851',"CONGEN CV DIS-DELIVERED",'0','11'
'64852',"CONGEN CV DIS-DEL W P/P",'0','11'
'64853',"CONGEN CV DIS-ANTEPARTUM",'0','11'
'64854',"CONGEN CV DIS-POSTPARTUM",'0','11'
'64860',"CV DIS NEC PREG-UNSPEC",'0','11'
'64861',"CV DIS NEC PREG-DELIVER",'0','11'
'64862',"CV DIS NEC-DELIVER W P/P",'0','11'
'64863',"CV DIS NEC-ANTEPARTUM",'0','11'
'64864',"CV DIS NEC-POSTPARTUM",'0','11'
'64870',"BONE DISORD IN PREG-UNSP",'0','11'
'64871',"BONE DISORDER-DELIVERED",'0','11'
'64872',"BONE DISORDER-DEL W P/P",'0','11'
'64873',"BONE DISORDER-ANTEPARTUM",'0','11'
'64874',"BONE DISORDER-POSTPARTUM",'0','11'
'64880',"ABN GLUCOSE IN PREG-UNSP",'0','11'
'64881',"ABN GLUCOSE TOLER-DELIV",'0','11'
'64882',"ABN GLUCOSE-DELIV W P/P",'0','11'
'64883',"ABN GLUCOSE-ANTEPARTUM",'0','11'
'64884',"ABN GLUCOSE-POSTPARTUM",'0','11'
'64890',"OTH CURR COND PREG-UNSP",'0','11'
'64891',"OTH CURR COND-DELIVERED",'0','11'
'64892',"OTH CURR COND-DEL W P/P",'0','11'
'64893',"OTH CURR COND-ANTEPARTUM",'0','11'
'64894',"OTH CURR COND-POSTPARTUM",'0','11'
'64900',"TOBACCO USE DISORD-UNSP (Begin 2006)",'0','11'
'64901',"TOBACCO USE DISOR-DELLIV (Begin 2006)",'0','11'
'64902',"TOBACCO USE DIS-DEL-P/P (Begin 2006)",'0','11'
'64903',"TOBACCO USE DIS-ANTEPART (Begin 2006)",'0','11'
'64904',"TOBACCO USE DIS-POSTPART (Begin 2006)",'0','11'
'64910',"OBESITY-UNSPECIFIED (Begin 2006)",'1','11'
'64911',"OBESITY-DELIVERED (Begin 2006)",'1','11'
'64912',"OBESITY-DELIVERED W P/P (Begin 2006)",'1','11'
'64913',"OBESITY-ANTEPARTUM (Begin 2006)",'1','11'
'64914',"OBESITY-POSTPARTUM (Begin 2006)",'1','11'
'64920',"BARIATRIC SURG STAT-UNSP (Begin 2006)",'0','11'
'64921',"BARIATRIC SURG STAT-DEL (Begin 2006)",'0','11'
'64922',"BARIATRIC SURG-DEL W P/P (Begin 2006)",'0','11'
'64923',"BARIATRC SURG STAT-ANTEP (Begin 2006)",'0','11'
'64924',"BARIATRC SURG STAT W P/P (Begin 2006)",'0','11'
'64930',"COAGULATION DEF-UNSPEC (Begin 2006)",'0','11'
'64931',"COAGULATION DEF-DELIV (Begin 2006)",'0','11'
'64932',"COAGULATN DEF-DEL W P/P (Begin 2006)",'0','11'
'64933',"COAGULATION DEF-ANTEPART (Begin 2006)",'0','11'
'64934',"COAGULATION DEF-POSTPART (Begin 2006)",'0','11'
'64940',"EPILEPSY-UNSPECIFIED (Begin 2006)",'0','11'
'64941',"EPILEPSY-DELIVERED (Begin 2006)",'0','11'
'64942',"EPILEPSY-DELIVERED W P/P (Begin 2006)",'0','11'
'64943',"EPILEPSY-ANTEPARTUM (Begin 2006)",'0','11'
'64944',"EPILEPSY-POSTPARTUM (Begin 2006)",'0','11'
'64950',"SPOTTING-UNSPECIFIED (Begin 2006)",'0','11'
'64951',"SPOTTING-DELIVERED (Begin 2006)",'0','11'
'64953',"SPOTTING-ANTEPARTUM (Begin 2006)",'0','11'
'64960',"UTERINE SIZE DESCRP-UNSP (Begin 2006)",'0','11'
'64961',"UTERINE SIZE DESCREP-DEL (Begin 2006)",'0','11'
'64962',"UTERINE SIZE-DEL W P/P (Begin 2006)",'0','11'
'64963',"UTERINE SIZE DES-ANTEPAR (Begin 2006)",'0','11'
'64964',"UTERINE SIZE DESCREP-P/P (Begin 2006)",'0','11'
'64970',"CERVICAL SHORTENING-UNSP (begin 2008)",'0','11'
'64971',"CERVICAL SHORTENING-DEL (begin 2008)",'0','11'
'64973',"CERVICAL SHORTENING-ANTE (begin 2008)",'0','11'
'64981',"Spon labr w plan C/S-del (begin 2011)",'0','11'
'64982',"Lbr w plan C/S-del w p/p (begin 2011)",'0','11'
'650  ',"NORMAL DELIVERY",'0','11'
'65100',"TWIN PREGNANCY-UNSPEC",'0','11'
'65101',"TWIN PREGNANCY-DELIVERED",'0','11'
'65103',"TWIN PREGNANCY-ANTEPART",'0','11'
'65110',"TRIPLET PREGNANCY-UNSPEC",'0','11'
'65111',"TRIPLET PREGNANCY-DELIV",'0','11'
'65113',"TRIPLET PREG-ANTEPARTUM",'0','11'
'65120',"QUADRUPLET PREG-UNSPEC",'0','11'
'65121',"QUADRUPLET PREG-DELIVER",'0','11'
'65123',"QUADRUPLET PREG-ANTEPART",'0','11'
'65130',"TWINS W FETAL LOSS-UNSP (Begin 1989)",'0','11'
'65131',"TWINS W FETAL LOSS-DEL (Begin 1989)",'0','11'
'65133',"TWINS W FETAL LOSS-ANTE (Begin 1989)",'0','11'
'65140',"TRIPLETS W FET LOSS-UNSP (Begin 1989)",'0','11'
'65141',"TRIPLETS W FET LOSS-DEL (Begin 1989)",'0','11'
'65143',"TRIPLETS W FET LOSS-ANTE (Begin 1989)",'0','11'
'65150',"QUADS W FETAL LOSS-UNSP (Begin 1989)",'0','11'
'65151',"QUADS W FETAL LOSS-DEL (Begin 1989)",'0','11'
'65153',"QUADS W FETAL LOSS-ANTE (Begin 1989)",'0','11'
'65160',"MULT GES W FET LOSS-UNSP (Begin 1989)",'0','11'
'65161',"MULT GES W FET LOSS-DEL (Begin 1989)",'0','11'
'65163',"MULT GES W FET LOSS-ANTE (Begin 1989)",'0','11'
'65170',"MUL GEST-FET REDUCT UNSP (Begin 2005)",'0','11'
'65171',"MULT GEST-FET REDUCT DEL (Begin 2005)",'0','11'
'65173',"MUL GEST-FET REDUCT ANTE (Begin 2005)",'0','11'
'65180',"MULTI GESTAT NEC-UNSPEC",'0','11'
'65181',"MULTI GESTAT NEC-DELIVER",'0','11'
'65183',"MULTI GEST NEC-ANTEPART",'0','11'
'65190',"MULTI GESTAT NOS-UNSPEC",'0','11'
'65191',"MULT GESTATION NOS-DELIV",'0','11'
'65193',"MULTI GEST NOS-ANTEPART",'0','11'
'65200',"UNSTABLE LIE-UNSPECIFIED",'0','11'
'65201',"UNSTABLE LIE-DELIVERED",'0','11'
'65203',"UNSTABLE LIE-ANTEPARTUM",'0','11'
'65210',"CEPHALIC VERS NOS-UNSPEC",'0','11'
'65211',"CEPHALIC VERS NOS-DELIV",'0','11'
'65213',"CEPHAL VERS NOS-ANTEPART",'0','11'
'65220',"BREECH PRESENTAT-UNSPEC",'0','11'
'65221',"BREECH PRESENTAT-DELIVER",'0','11'
'65223',"BREECH PRESENT-ANTEPART",'0','11'
'65230',"TRANSV/OBLIQ LIE-UNSPEC",'0','11'
'65231',"TRANSVER/OBLIQ LIE-DELIV",'0','11'
'65233',"TRANSV/OBLIQ LIE-ANTEPAR",'0','11'
'65240',"FACE/BROW PRESENT-UNSPEC",'0','11'
'65241',"FACE/BROW PRESENT-DELIV",'0','11'
'65243',"FACE/BROW PRES-ANTEPART",'0','11'
'65250',"HIGH HEAD AT TERM-UNSPEC",'0','11'
'65251',"HIGH HEAD AT TERM-DELIV",'0','11'
'65253',"HIGH HEAD TERM-ANTEPART",'0','11'
'65260',"MULT GEST MALPRESEN-UNSP",'0','11'
'65261',"MULT GEST MALPRES-DELIV",'0','11'
'65263',"MULT GES MALPRES-ANTEPAR",'0','11'
'65270',"PROLAPSED ARM-UNSPEC",'0','11'
'65271',"PROLAPSED ARM-DELIVERED",'0','11'
'65273',"PROLAPSED ARM-ANTEPART",'0','11'
'65280',"MALPOSITION NEC-UNSPEC",'0','11'
'65281',"MALPOSITION NEC-DELIVER",'0','11'
'65283',"MALPOSITION NEC-ANTEPART",'0','11'
'65290',"MALPOSITION NOS-UNSPEC",'0','11'
'65291',"MALPOSITION NOS-DELIVER",'0','11'
'65293',"MALPOSITION NOS-ANTEPART",'0','11'
'65300',"PELVIC DEFORM NOS-UNSPEC",'0','11'
'65301',"PELVIC DEFORM NOS-DELIV",'0','11'
'65303',"PELV DEFORM NOS-ANTEPART",'0','11'
'65310',"CONTRACT PELV NOS-UNSPEC",'0','11'
'65311',"CONTRACT PELV NOS-DELIV",'0','11'
'65313',"CONTRAC PELV NOS-ANTEPAR",'0','11'
'65320',"INLET CONTRACTION-UNSPEC",'0','11'
'65321',"INLET CONTRACTION-DELIV",'0','11'
'65323',"INLET CONTRACT-ANTEPART",'0','11'
'65330',"OUTLET CONTRACTION-UNSP",'0','11'
'65331',"OUTLET CONTRACTION-DELIV",'0','11'
'65333',"OUTLET CONTRACT-ANTEPART",'0','11'
'65340',"FETOPELV DISPROP-UNSPEC",'0','11'
'65341',"FETOPELV DISPROPOR-DELIV",'0','11'
'65343',"FETOPEL DISPROP-ANTEPART",'0','11'
'65350',"FETAL DISPROP NOS-UNSPEC",'0','11'
'65351',"FETAL DISPROP NOS-DELIV",'0','11'
'65353',"FETAL DISPRO NOS-ANTEPAR",'0','11'
'65360',"HYDROCEPHAL FETUS-UNSPEC",'0','11'
'65361',"HYDROCEPH FETUS-DELIVER",'0','11'
'65363',"HYDROCEPH FETUS-ANTEPART",'0','11'
'65370',"OTH ABN FET DISPROP-UNSP",'0','11'
'65371',"OTH ABN FET DISPRO-DELIV",'0','11'
'65373',"OTH ABN FET DISPRO-ANTEP",'0','11'
'65380',"DISPROPORTION NEC-UNSPEC",'0','11'
'65381',"DISPROPORTION NEC-DELIV",'0','11'
'65383',"DISPROPOR NEC-ANTEPARTUM",'0','11'
'65390',"DISPROPORTION NOS-UNSPEC",'0','11'
'65391',"DISPROPORTION NOS-DELIV",'0','11'
'65393',"DISPROPOR NOS-ANTEPARTUM",'0','11'
'65400',"CONG ABN UTER PREG-UNSP",'0','11'
'65401',"CONGEN ABN UTERUS-DELIV",'0','11'
'65402',"CONG ABN UTER-DEL W P/P",'0','11'
'65403',"CONGEN ABN UTER-ANTEPART",'0','11'
'65404',"CONGEN ABN UTER-POSTPART",'0','11'
'65410',"UTER TUMOR IN PREG-UNSP",'0','11'
'65411',"UTERINE TUMOR-DELIVERED",'0','11'
'65412',"UTERINE TUMOR-DEL W P/P",'0','11'
'65413',"UTERINE TUMOR-ANTEPARTUM",'0','11'
'65414',"UTERINE TUMOR-POSTPARTUM",'0','11'
'65420',"PREV C-SECT NOS-UNSPEC (Begin 1990)",'0','11'
'65421',"PREV C-SECT NOS-DELIVER (Begin 1990)",'0','11'
'65423',"PREV C-SECT NOS-ANTEPART(Begin 1990)",'0','11'
'65430',"RETROVERT UTERUS-UNSPEC",'0','11'
'65431',"RETROVERT UTERUS-DELIVER",'0','11'
'65432',"RETROVERT UTER-DEL W P/P",'0','11'
'65433',"RETROVERT UTER-ANTEPART",'0','11'
'65434',"RETROVERT UTER-POSTPART",'0','11'
'65440',"ABN GRAV UTERUS NEC-UNSP",'0','11'
'65441',"ABN UTERUS NEC-DELIVERED",'0','11'
'65442',"ABN UTERUS NEC-DEL W P/P",'0','11'
'65443',"ABN UTERUS NEC-ANTEPART",'0','11'
'65444',"ABN UTERUS NEC-POSTPART",'0','11'
'65450',"CERV INCOMPET PREG-UNSP",'0','11'
'65451',"CERVICAL INCOMPET-DELIV",'0','11'
'65452',"CERV INCOMPET-DEL W P/P",'0','11'
'65453',"CERV INCOMPET-ANTEPARTUM",'0','11'
'65454',"CERV INCOMPET-POSTPARTUM",'0','11'
'65460',"ABN CERVIX NEC PREG-UNSP",'0','11'
'65461',"ABN CERVIX NEC-DELIVERED",'0','11'
'65462',"ABN CERVIX NEC-DEL W P/P",'0','11'
'65463',"ABN CERVIX NEC-ANTEPART",'0','11'
'65464',"ABN CERVIX NEC-POSTPART",'0','11'
'65470',"ABN VAGINA IN PREG-UNSP",'0','11'
'65471',"ABNORM VAGINA-DELIVERED",'0','11'
'65472',"ABNORM VAGINA-DEL W P/P",'0','11'
'65473',"ABNORM VAGINA-ANTEPARTUM",'0','11'
'65474',"ABNORM VAGINA-POSTPARTUM",'0','11'
'65480',"ABN VULVA IN PREG-UNSPEC",'0','11'
'65481',"ABNORMAL VULVA-DELIVERED",'0','11'
'65482',"ABNORMAL VULVA-DEL W P/P",'0','11'
'65483',"ABNORMAL VULVA-ANTEPART",'0','11'
'65484',"ABNORMAL VULVA-POSTPART",'0','11'
'65490',"ABN PEL NEC IN PREG-UNSP (Begin 1990)",'0','11'
'65491',"ABN PELV ORG NEC-DELIVER (Begin 1990)",'0','11'
'65492',"ABN PELV NEC-DELIV W P/P (Begin 1990)",'0','11'
'65493',"ABN PELV ORG NEC-ANTEPAR (Begin 1990)",'0','11'
'65494',"ABN PELV ORG NEC-POSTPAR (Begin 1990)",'0','11'
'65500',"FETAL CNS MALFORM-UNSPEC",'0','11'
'65501',"FETAL CNS MALFORM-DELIV",'0','11'
'65503',"FETAL CNS MALFOR-ANTEPAR",'0','11'
'65510',"FETAL CHROMOS ABN-UNSPEC",'0','11'
'65511',"FETAL CHROMOSO ABN-DELIV",'0','11'
'65513',"FET CHROMO ABN-ANTEPART",'0','11'
'65520',"FAMIL HEREDIT DIS-UNSPEC",'0','11'
'65521',"FAMIL HEREDIT DIS-DELIV",'0','11'
'65523',"FAMIL HERED DIS-ANTEPART",'0','11'
'65530',"FET DAMG D/T VIRUS-UNSP",'0','11'
'65531',"FET DAMG D/T VIRUS-DELIV",'0','11'
'65533',"FET DAMG D/T VIRUS-ANTEP",'0','11'
'65540',"FET DAMG D/T DIS-UNSPEC",'0','11'
'65541',"FET DAMG D/T DIS-DELIVER",'0','11'
'65543',"FET DAMG D/T DIS-ANTEPAR",'0','11'
'65550',"FETAL DAMG D/T DRUG-UNSP",'0','11'
'65551',"FET DAMAG D/T DRUG-DELIV",'0','11'
'65553',"FET DAMG D/T DRUG-ANTEPA",'0','11'
'65560',"RADIAT FETAL DAMAG-UNSP",'0','11'
'65561',"RADIAT FETAL DAMAG-DELIV",'0','11'
'65563',"RADIAT FET DAMAG-ANTEPAR",'0','11'
'65570',"DECR FETAL MVT UNSPEC (Begin 1997)",'0','11'
'65571',"DECR FETAL MVT W/ OR W/O ANTEP COND (Begin 1997)",'0','11'
'65573',"DECR FETAL MVT ANTEP CX (Begin 1997)",'0','11'
'65580',"FETAL ABNORM NEC-UNSPEC",'0','11'
'65581',"FETAL ABNORM NEC-DELIVER",'0','11'
'65583',"FETAL ABNORM NEC-ANTEPAR",'0','11'
'65590',"FETAL ABNORM NOS-UNSPEC",'0','11'
'65591',"FETAL ABNORM NOS-DELIVER",'0','11'
'65593',"FETAL ABNORM NOS-ANTEPAR",'0','11'
'65600',"FETAL-MATERNAL HEM-UNSP",'0','11'
'65601',"FETAL-MATERNAL HEM-DELIV",'0','11'
'65603',"FETAL-MATERN HEM-ANTEPAR",'0','11'
'65610',"RH ISOIMMUNIZATION-UNSP",'0','11'
'65611',"RH ISOIMMUNIZAT-DELIVER",'0','11'
'65613',"RH ISOIMMUNIZAT-ANTEPART",'0','11'
'65620',"ABO ISOIMMUNIZATION-UNSP",'0','11'
'65621',"ABO ISOIMMUNIZAT-DELIVER",'0','11'
'65623',"ABO ISOIMMUNIZAT-ANTEPAR",'0','11'
'65630',"FETAL DISTRESS-UNSPEC",'0','11'
'65631',"FETAL DISTRESS-DELIVERED",'0','11'
'65633',"FETAL DISTRESS-ANTEPART",'0','11'
'65640',"INTRAUTERINE DEATH-UNSP",'0','11'
'65641',"INTRAUTER DEATH-DELIVER",'0','11'
'65643',"INTRAUTER DEATH-ANTEPART",'0','11'
'65650',"POOR FETAL GROWTH-UNSPEC",'0','11'
'65651',"POOR FETAL GROWTH-DELIV",'0','11'
'65653',"POOR FETAL GRTH-ANTEPART",'0','11'
'65660',"EXCESS FETAL GRTH-UNSPEC",'0','11'
'65661',"EXCESS FETAL GRTH-DELIV",'0','11'
'65663',"EXCESS FET GRTH-ANTEPART",'0','11'
'65670',"OTH PLACENT COND-UNSPEC",'0','11'
'65671',"OTH PLACENT COND-DELIVER",'0','11'
'65673',"OTH PLACENT COND-ANTEPAR",'0','11'
'65680',"FET/PLAC PROB NEC-UNSPEC",'0','11'
'65681',"FET/PLAC PROB NEC-DELIV",'0','11'
'65683',"FET/PLAC PROB NEC-ANTEPA",'0','11'
'65690',"FET/PLAC PROB NOS-UNSPEC",'0','11'
'65691',"FET/PLAC PROB NOS-DELIV",'0','11'
'65693',"FET/PLAC PROB NOS-ANTEPA",'0','11'
'65700',"POLYHYDRAMNIOS-UNSPEC (Begin 1991)",'0','11'
'65701',"POLYHYDRAMNIOS-DELIVERED (Begin 1991)",'0','11'
'65703',"POLYHYDRAMNIOS-ANTEPART (Begin 1991)",'0','11'
'65800',"OLIGOHYDRAMNIOS-UNSPEC",'0','11'
'65801',"OLIGOHYDRAMNIOS-DELIVER",'0','11'
'65803',"OLIGOHYDRAMNIOS-ANTEPAR",'0','11'
'65810',"PREM RUPT MEMBRAN-UNSPEC",'0','11'
'65811',"PREM RUPT MEMBRAN-DELIV",'0','11'
'65813',"PREM RUPT MEMB-ANTEPART",'0','11'
'65820',"PROLONG RUPT MEMB-UNSPEC",'0','11'
'65821',"PROLONG RUPT MEMB-DELIV",'0','11'
'65823',"PROLONG RUP MEMB-ANTEPAR",'0','11'
'65830',"ARTIFIC RUPT MEMBR-UNSP",'0','11'
'65831',"ARTIFIC RUPT MEMBR-DELIV",'0','11'
'65833',"ARTIF RUPT MEMB-ANTEPART",'0','11'
'65840',"AMNIOTIC INFECTION-UNSP",'0','11'
'65841',"AMNIOTIC INFECTION-DELIV",'0','11'
'65843',"AMNIOTIC INFECT-ANTEPART",'0','11'
'65880',"AMNIOTIC PROB NEC-UNSPEC",'0','11'
'65881',"AMNIOTIC PROB NEC-DELIV",'0','11'
'65883',"AMNION PROB NEC-ANTEPART",'0','11'
'65890',"AMNIOTIC PROB NOS-UNSPEC",'0','11'
'65891',"AMNIOTIC PROB NOS-DELIV",'0','11'
'65893',"AMNION PROB NOS-ANTEPART",'0','11'
'65900',"FAIL MECHAN INDUCT-UNSP",'0','11'
'65901',"FAIL MECH INDUCT-DELIVER",'0','11'
